#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

# Miscellaneous
#####

# Needed for Celtic pagan religion feature (on_action_events 670)
tooltip_HF23016_B;§YFull Status of Women§! is enforced throughout the realm.;§YStatut complet des femmes§! est appliqué dans le pays.;§YVollständige Anerkennung der Frau§! ist im ganzen Reich erzwungen.;;Se aplica en todo el reino La §Yestatus total de la mujer§!;;;;;;;;;x

# Celtic paganism
#####

# Description
celtic_pagan;Celtic;Celtique;Keltisch;;Céltico;;;;;;;;;x #Gaelic;Gaélique;Gälisch;;Gaélico;;;;;;;;;x
celtic_pagan_reformed;Gentlidecht;Gentlidecht;Gentlidecht;;Gentlidecht;;;;;;;;;x
celtic_pagan_DESC;Celtic paganism is the last remaining holdover of a rich culture that long ago spread across most of Europe. Once animistic, the current pantheon of gods originates in the most respected part of nature: water, forests and wildlife. Syncretion with urban civilizations anthropomorphised many spirits into their current form. Most commonly worshipped are Dagdae, the Great God, Mórrigan, the Phantom Queen, Óengus, Son of the Young, Lugh of the Long Arm and Manandán, Son of the Sea.;;;;;;;;;;;;;x
celtic_pagan_reformed_DESC;Druids have etched sacred writings on many raised stones on their islands, recounting the story of the Tuatha Dé Danann. Bards have put the faith's history into song, allowing all to partake in its revival.;;;;;;;;;;;;;x
#celtic_pagan_reformed_FEATURES;§Y*§! The Arch Druid is elected by, and from, the members of the Circle;§Y*§! L'Archidruide est élu par, et parmis les membres du cercle;;;;;;;;;;;;x
#GetCelticSuccessionFeature_TemporalHead;§Y*§! The Arch Druid is elected by, and from, the members of the Circle;§Y*§! L'Archidruide est élu par, et parmis les membres du cercle;;;;;;;;;;;;x
#GetCelticSuccessionFeature_TheocraticHead;§Y*§! The Arch Druid is elected by, and from, the members of the Circle;§Y*§! L'Archidruide est élu par, et parmis les membres du cercle;;;;;;;;;;;;x
#GetCelticSuccessionFeature_Autocephaly;§Y*§! The Arch Druid is elected by, and from, the members of the Circle;§Y*§! L'Archidruide est élu par, et parmis les membres du cercle;;;;;;;;;;;;x
#GetCelticSuccessionFeature_NoLeader;§Y*§! The Arch Druid is elected by, and from, the members of the Circle;§Y*§! L'Archidruide est élu par, et parmis les membres du cercle;;;;;;;;;;;;x

religion_feature_celtic;Descendants of Danu;Descendants de Dana;Nachfahren von Danu;;Descendencias de Danu;;;;;;;;;x
religion_feature_celtic_desc;As we move forward into a new age for the Celtic faith we must look to the spirits of nature for guidance. The power of prophecy will shine a light on an uncertain future.;;;;;;;;;;;;;x
religion_feature_celtic_feature;Rulers follow the Celtic principles of animism and haruspicy;Les seigneurs suivent les principes celtique de l'animisme et de l'haruspicine;Herrscher folgen den keltischen Prinzipien des Animusmus und Wahrsagertum;;Los gobernantes siguen los principios célticos de animismo y aruspicina;;;;;;;;x

THE_FOLKLORE;The Folklore;Le Folklore;Die Folklore;;El Folclore;;;;;;;;;x
SONG_AND_STONE;The Ballads;Les Ballades;Die Balladen;;Las Baladas;;;;;;;;;x

GOD_BRIGID;Brigid;;;;;;;;;;;;;x
GOD_DAGDAE;Dagdae;;;;;;;;;;;;;x
GOD_DIAN;Dian Cécht;;;;;;;;;;;;;x
GOD_GOIBNIU;Goibniu;;;;;;;;;;;;;x
GOD_LUGH;Lugh;;;;;;;;;;;;;x
GOD_MANANDAN;Manandán;;;;;;;;;;;;;x
GOD_MORRIGAN;Mórrigan;;;;;;;;;;;;;x
GOD_NUADA;Nuada;;;;;;;;;;;;;x
GOD_OENGUS;Óengus;;;;;;;;;;;;;x

EVIL_FOMORIANS;The Fomorians;Les Fomoires;Die Fomoraig;;Los Fomoré;;;;;;;;;x
EVIL_BALOR;Balor;Balor;Balor;;Balor;;;;;;;;;x
EVIL_BRES;Bres;Bres;Bres;;Bres;;;;;;;;;x
EVIL_CAILLEACH;Cailleach;Cailleach;Cailleach;;Cailleach;;;;;;;;;x

DRUID;Druid;Druide;Druide;;Druida;;;;;;;;;x
GetDruidMaleFemale_Male;Druid;Druide;Druide;;Druida;;;;;;;;;x
GetDruidMaleFemale_Female;Druidess;Druidesse;Druidin;;Druidesa;;;;;;;;;x

# Circle of Druids title
d_celtic_pagan_reformed;The Circle of Druids;Le Cercle des Druides;Der Kreis der Druiden;;El Circulo de Druidas;;;;;;;;;x
d_celtic_pagan_reformed_adj;Druidical;Druidique;Druidisch;;Druídico;;;;;;;;;x
ARCH_DRUID;Archdruid;Archidruide;Erzdruide;;Arzodruida;;;;;;;;;x
ARCH_DRUIDESS;Archdruidess;Archdruidesse;Erzdruidin;;Arzodruidesa;;;;;;;;;x
ARCH_DRUID_FOA;[GetArchDruidFOAGendered];[GetArchDruidFOAGendered];[GetArchDruidFOAGendered];;[GetArchDruidFOAGendered];;;;;;;;;x
arch_druid_foa_male;Eldest of Druids;L'Aîné des Druides;Ältester der Druiden;;El Mayor de los Druidas;;;;;;;;;x
arch_druid_foa_female;Eldest of Druidesses;L'Aînée des Druidesses;Älteste der Druidinnen;;El Mayor de las Druidesas;;;;;;;;;x

# Circle of Druids election
CIRCLE_OF_DRUIDS;Circle of Druids;Cercle des Druides;Kreis der Druiden;;Circulo de Druidas;;;;;;;;;;x
